"#",Lens ID,Title,Applicants
11232,045-659-382-885-906,Transcatheter deliverable prosthetic heart valves and methods of delivery,VDYNE INC
11233,066-390-231-019-966,ANTI-HLA-G ANTIBODIES AND METHODS OF USE THEREOF,HOFFMANN LA ROCHE
11234,029-404-340-362-539,ASSAY METHODS,MESO SCALE TECH LLC
11235,178-827-039-841-271,Neurovascular clot retrieving system,CEREBROVA KP MEDICAL INC
11236,153-488-505-585-762,RESVERATROL AND QUERCETIN-LOADED NANOPARTICLES AND METHODS OF USE THEREOF,UNIV ARIZONA STATE
11237,101-361-831-853-81X,LYOPHILISED COMPOSITION,GLAXOSMITHKLINE BIOLOGICALS SA
11238,035-396-564-540-47X,"MACRO TISSUE EXPLANT, METHODS AND USES THEREFOR",MASSACHUSETTS INSTITUTE OF TECH;;THE BRIGHAM AND WOMENS HOSPITAL INC
11239,077-355-509-033-910,SYSTEMS FOR TREATING HYDROCEPHALUS,CEREVASC INC
11240,108-358-611-368-684,"SYSTEMS, SENSORS AND METHODS FOR DETERMINING A CONCENTRATION OF AN ANALYTE",AUSMED GLOBAL LTD
11241,036-645-626-706-190,"Composite electrolyte membrane, electrolyte membrane having catalyst layer attached thereto, membrane-electrode composite, solid polymer-type fuel cell, and method for producing composite electrolyte membrane",TORAY INDUSTRIES
11242,067-952-129-109-744,CAPTURING AND AMPLIFYING POLYNUCLEOTIDES USING PARTICLES,ILLUMINA INC
11243,072-140-205-146-14X,Radiative cooling device and cooling method,OSAKA GAS CO LTD
11244,107-702-552-622-630,MASTER BATCH COMPOSITION AND AROMATIC VINYL-CONJUGATED DIENE COPOLYMER COMPOSITION TO WHICH SAID MASTER BATCH COMPOSITION IS ADDED,ZEON CORP
11245,148-080-571-448-205,"SUSTAINABLE, HIGH FLOW LIQUID CRYSTALLINE POLYMER COMPOSITION",TICONA LLC
11246,153-860-177-377-099,SUSCEPTOR ARRANGEMENT FOR AN INDUCTIVELY-HEATED AEROSOL DELIVERY DEVICE,NICOVENTURES TRADING LTD
11247,064-404-890-662-244,Pharmaceutical compositions for delivery of peptide,ANYA BIOPHARM INC
11248,182-969-125-267-85X,"Polymorphic forms of kinase inhibitor compound, pharmaceutical composition containing same, preparation method therefor and use thereof",EQUINOX SCIENCES LLC
11249,115-151-432-765-399,Use of aminoacetonitrile compounds for the treatment of infection and disease,PITNEY PHARMACEUTICALS PTY LTD
11250,045-596-514-822-742,ARTICULATION JOINT HAVING AN INNER GUIDE,CILAG GMBH INT
11251,089-634-654-287-041,"COMPOSITION FOR ELECTROCHEMICAL DEVICE FUNCTIONAL LAYER AND METHOD OF PRODUCING SAME, FUNCTIONAL LAYER FOR ELECTROCHEMICAL DEVICE, AND ELECTROCHEMICAL DEVICE",ZEON CORP
11252,131-589-722-175-57X,METHODS AND COMPOSITIONS FOR INTERNALLY CONTROLLED IN SITU ASSAYS,10X GENOMICS INC
11253,163-387-182-938-673,MrgprX2 Antagonists for the Treatment of Inflammatory Disorders,DERMIRA INC
11254,052-162-960-369-277,"Method for producing actinic ray-sensitive or radiation-sensitive resin composition, pattern forming method, and method for manufacturing electronic device",FUJIFILM Corporation
11255,025-495-098-499-078,Apparatus and method to seal a tissue tract,PNEUMONIX MEDICAL INC
11256,110-762-884-248-123,ULTRAHIGH FLOW LIQUID CRYSTALLINE POLYMER COMPOSITION,TICONA LLC
11257,111-474-588-463-275,"BINDER COMPOSITION FOR NONAQUEOUS SECONDARY BATTERY POSITIVE ELECTRODE, CONDUCTIVE MATERIAL DISPERSION FOR NONAQUEOUS SECONDARY BATTERY POSITIVE ELECTRODE, SLURRY COMPOSITION FOR NONAQUEOUS SECONDARY BATTERY POSITIVE ELECTRODE, NONAQUEOUS SECONDARY BATTERY POSITIVE ELECTRODE, AND NONAQUEOUS SECONDARY BATTERY",ZEON CORP
11258,103-544-156-903-944,Topical compositions containing rose oil and cannabidiol and methods of making and using the same,JLABS Beauty LLC
11259,071-854-392-294-727,BIODEGRADABLE CHELATING AGENTS AND METHODS FOR FABRIC CARE,PROCTER & GAMBLE
11260,168-545-416-320-685,METHODS OF TREATING CHRONIC GRAFT-VERSUS-HOST DISEASE USING AN ANTI-COLONY STIMULATING FACTOR 1 RECEPTOR ANTIBODY,INCYTE CORP
11261,170-789-884-176-293,DIETARY EARLY GLYCATION PRODUCTS FOR TREATING AND PREVENTING AUTOIMMUNE DISEASES,UNIV OF GEORGIA RESEARCH FOUNDATION INC
11262,096-287-754-860-896,FILM FORMED WITH BIODEGRADABLE MATERIALS AND CORRESPONDING METHOD,BIOLOGIQ INC
11263,076-231-274-375-594,STABLE LIQUID ANTIBODY FORMULATION FOR DUPILUMAB,FORMYCON AG
11264,030-435-084-562-757,TONER AND TWO-COMPONENT DEVELOPER,CANON KK
11265,051-597-243-789-478,AN INHALABLE FORMULATION OF FLUTICASONE PROPIONATE AND ALBUTEROL SULFATE FOR THE TREATMENT OF ASTHMA,NORTON WATERFORD LTD
11266,077-380-593-457-621,VEHICULAR CAMERA,PANASONIC AUTOMOTIVE SYSTEMS CO LTD
11267,039-108-775-165-274,"BATTERY CELL, METHOD AND SYSTEM FOR MANUFACTURING A BATTERY CELL, BATTERY AND ELECTRICAL DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
11268,161-108-552-099-903,METHOD FOR CANCER TREATMENT WITH A HYPERTHERMAL AGENT,UNIV IMAM ABDULRAHMAN BIN FAISAL
11269,170-999-448-921-811,METHODS AND COMPOSITIONS RELATED TO RNA-TARGETED RHO SMALL GTPase RND3/RhoE THERAPY,TEXAS A & M UNIV SYS
11270,059-408-396-930-175,HIGH POROSITY FLUORIDED SILICA-COATED ALUMINA ACTIVATOR-SUPPORTS AND USES THEREOF IN METALLOCENE-BASED CATALYST SYSTEMS FOR OLEFIN POLYMERIZATION,CHEVRON PHILLIPS CHEMICAL CO LP
11271,004-993-704-108-525,POLYESTER RESIN CLOSURES FOR CONTAINERS,ORIGIN MAT OPERATING INC
11272,025-120-709-841-194,"ZERO EMISSIONS ENGINE PROCESSOR, ELECTRIC PIPELINE AND ALGAE RELATED TECHNOLOGIES, ZEEP-EPART CONCEPT",MOORE JOE TRAVIS
11273,163-978-060-089-284,POLYESTER RESIN CLOSURES FOR CONTAINERS,ORIGIN MAT OPERATING INC
11274,046-567-494-968-114,METHODS FOR SOFT LANDING OF MACROMOLECULES,GENENTECH INC
11275,155-127-672-407-209,"Pixel circuit and driving method thereof, display substrate and display device",CHENGDU BOE OPTOELECT TECH CO;;BOE TECHNOLOGY GROUP CO LTD
11276,052-046-154-818-383,Display device,SAMSUNG DISPLAY CO LTD
11277,084-395-869-555-296,CONJUGATED TLR7 AND RIG-I AGONISTS,UNIVERZA V LJUBLJANI
11278,066-091-950-778-619,Skin perfecting cosmetic compositions and methods of use,OREAL
11279,115-980-652-244-761,METHODS AND SYSTEMS FOR SURFACE DISRUPTION OF BIPOLAR PLATE AND SUBSEQUENT USE THEREOF IN REDOX FLOW BATTERY,ESS TECHNOLOGY INC
11280,186-926-682-661-10X,TRANSCATHETER PROSTHETIC HEART VALVES,EDWARDS LIFESCIENCES CORP
11281,123-078-214-205-360,COMPOSITIONS AND METHODS FOR TREATING INFLAMMATION,ZIELINSKI HABERSHAW BETH
11282,180-260-053-431-583,CRYSTALLINE FORMS,NEUROCRINE BIOSCIENCES INC;;XENON PHARMACEUTICALS INC
11283,175-002-135-324-252,"BATTERY CELL, BATTERY, AND ELECTRICAL DEVICE",CONTEMPORARY AMPEREX TECHNOLOGY CO LTD
11284,042-445-627-097-99X,Apparatus and method of estimating values from images,ILLUMINA INC
11285,102-755-539-894-604,"ULTRASONIC THERAPY DEVICE, FLUID OPERATION DEVICE, AND FLUID CIRCUIT SET",HIRATA SPINNING;;SONIRE THERAPEUTICS INC
11286,187-975-379-021-246,AUTOMATED LAYER BY LAYER CONSTRUCTION OF MULTILAYER COATED CORES BY TFF,ARTIFICIAL CELL TECH INC
11287,020-665-943-112-270,ELECTROACTIVE MATERIALS FOR METAL-ION BATTERIES,NEXEON LTD
11288,005-435-374-329-957,WHOLE-GENOME HAPLOTYPE RECONSTRUCTION,Ludwig Institute for Cancer Research Ltd
11289,194-349-715-032-899,LIGHT OUTCOUPLING EFFICIENCY OF PHOSPHORESCENT OLEDS BY MIXING HORIZONTALLY ALIGNED FLUORESCENT EMITTERS,UNIV ARIZONA STATE
11290,116-791-095-792-557,FUEL COMPOSITIONS COMPRISING A QUATERNARY AMMONIUM COMPOUND AS AN ADDITIVE,INNOSPEC LTD
11291,061-548-916-162-891,CANNABIDIOL-LIKE COMPOUNDS AND METHODS FOR THE SELECTIVE PREPARATION OF THE SAME,UNIV MISSISSIPPI
11292,196-213-995-010-343,PEPTIDES AND METHODS FOR USE IN TREATING PAIN,TAFALGIE THERAPEUTICS
11293,100-106-441-730-035,PANEL AND COVERING,I4F LICENSING NV
11294,162-984-264-465-709,ENVIRONMENTAL ATTRIBUTES FOR A CURABLE COMPOSITION,BASF SE
11295,060-644-746-872-877,BIODEGRADABLE CHELATING AGENTS AND METHODS FOR FABRIC CARE,PROCTER & GAMBLE
11296,104-406-507-906-989,GARMENT PRODUCTION METHOD,ZUIKO CORP
11297,034-519-427-831-589,"Bio-Electrode Composition, Bio-Electrode, Method For Manufacturing Bio-Electrode",SHINETSU CHEMICAL CO
11298,124-869-185-975-186,Methods and compositions for axillary shoot micropropagation of Cannabis and related plants,JUSHI IP LLC;;PHYTOTECH LABS INC
11299,127-879-834-148-649,COSMETIC COMPOSITIONS AND METHODS OF USING THE SAME,MARY KAY INC
11300,139-974-645-989-247,Angioplasty balloon catheter for treating vascular disease,CTI VASCULAR AG
11301,026-190-675-256-164,POLYESTER RESIN CLOSURES FOR CONTAINERS,ORIGIN MAT OPERATING INC
11302,181-191-822-566-504,"RENEWABLE STABILIZED NAPHTHA-RANGE HYDROCARBON FEED, THERMAL CRACKING METHOD AND PRODUCTS THEREOF",Neste Oyj
11303,069-085-479-766-701,Self-contained biological indicator,SOLVENTUM INTELLECTUAL PROPERTIES COMPANY
11304,135-913-244-088-371,SENSOR ASSEMBLY FOR A FLUID SYSTEM,AVENTICS GMBH
11305,158-479-662-093-072,NEGATIVE PRESSURE WOUND TREATMENT APPARATUSES AND METHODS WITH INTEGRATED ELECTRONICS,SMITH & NEPHEW
11306,140-264-612-612-063,Skateboard with Multi-Wheel Truck,KARSTEN MFG CORP
11307,156-152-623-994-866,SMOKING SYSTEM,JAPAN TOBACCO INC
11308,131-307-788-091-223,METAL-ASSISTED DELAYED FLUORESCENT EMITTERS CONTAINING TRIDENTATE LIGANDS,UNIV ARIZONA STATE
11309,030-736-501-924-667,FLEXIBLE END EFFECTORS WITH AN APERTURE,INNERWAVE HEALTH LLC
11310,017-141-525-058-026,"Blow molding polymers with improved cycle time, processability, and surface quality",Chevron Phillips Chemical Company LP
11311,080-406-140-110-650,METHOD FOR DETECTING ENZYME ACTIVITY AND FLUORESCENT PROBE USED IN SAID METHOD,UNIV TOKYO;;RIKEN
11312,131-019-674-704-507,ELECTRO-OPTIC POLYMER ELEMENT,NAT INST INF & COMM TECH
11313,177-131-903-243-724,USING APERTURES TO CAPTURE POLYNUCLEOTIDES ON PARTICLES,ILLUMINA INC
11314,005-507-479-923-602,METHOD FOR EVALUATING QUALITY OF INDUCEMENT INHIBITORY-T-CELL FORMULATION,JUNTENDO EDUCATIONAL FOUND;;JUNTEN BIO CO LTD
11315,102-699-221-810-999,FLOW GENERATOR,ResMed Motor Technologies Inc.
11316,107-603-795-849-174,PHARMACEUTICAL COMPOSITIONS OF NILOTINIB,SLAYBACK PHARMA LLC
11317,187-346-402-697-366,"OPTICAL FILM, IMAGE DISPLAY PANEL, AND IMAGE DISPLAY DEVICE",DAINIPPON PRINTING CO LTD
11318,001-377-920-193-180,"LOW-COVERAGE, GENOME-WIDE IDENTIFICATION OF MINORITY cfDNA CONTRIBUTORS",NUCLEIX LTD
11319,137-328-695-661-46X,ENVIRONMENTAL ATTRIBUTES FOR AQUEOUS POLYMERIC COMPOSITION,BASF SE
11320,083-779-636-295-944,Tagmentation using immobilized transposomes with linkers,"Illumina, Inc.;;Illumina Cambridge Limited"
11321,024-663-000-808-850,METHOD AND APPARATUS FOR THE CYCLONIC SEPARATION OF SOLID PARTICLES,JACOBSEN JOERN
11322,111-870-286-033-928,Foliar feeding formulation and methods of use,TYREE LUCAS
11323,120-494-864-928-177,Aerial vehicles with proximity sensors for safety,AMAZON TECH INC
11324,010-820-897-632-80X,RIM BLOCK WITH IMPROVED SCENT PERFORMANCE,SYMRISE AG
11325,108-217-324-194-15X,EMBOLIC COMPOSITIONS AND METHODS,ARSENAL MEDICAL INC
11326,133-263-209-055-684,FUSION PROTEINS,LILLY CO ELI
11327,122-954-815-687-722,DEVICE FOR UNATTENDED TREATMENT OF A PATIENT,BTL HEALTHCARE TECH A S
11328,094-155-839-192-607,DISPERSION OF COAL TAR PITCH FOR COATING GRAPHITIC MATERIALS AND USE IN ELECTRODE PRODUCTION,KOPPERS DELAWARE INC
11329,099-720-416-075-469,Hypoxia training device,LYNNTECH INC
11330,155-818-344-856-219,METHOD AND PLANT FOR PRODUCTION OF A FUEL GAS AND METHANOL FROM WASTE,JACOBSEN JOERN
11331,036-118-330-167-349,"ZERO EMISSIONS ENGINE PROCESSOR, ELECTRIC PIPELINE AND ALGAE RELATED TECHNOLOGIES, ZEEP-EPART CONCEPT",MOORE JOE TRAVIS
11332,176-252-699-628-663,ELECTRONIC DEVICE HAVING LIGHT ABSORBING MEMBER ARRANGED BETWEEN DISPLAY PANEL AND ULTRASONIC SENSOR,SAMSUNG ELECTRONICS CO LTD
11333,042-102-491-378-404,"PEPTIDE-BINDING HYBRID LIPOSOME EXOSOME, PEPTIDE-BINDING EXOSOME, COMPOSITION CONTAINING SAME, AND METHOD OF FORMING SAME",SEKISUI CHEMICAL CO LTD
11334,061-467-556-547-194,NOVEL POROUS POLYMER COMPOSITIONS FOR THE SYNTHESIS OF MONOLITHIC BIMODAL MICROPOROUS/MACROPOROUS CARBON COMPOSITIONS USEFUL FOR SELECTIVE CO2 SEQUESTRATION,ASPEN AEROGELS INC
11335,134-833-296-525-741,TISSUE-ENGINEERED POROUS CERAMIC TEMPLATE AND USES THEREOF,OSTEOGENE BIO INC
11336,132-068-249-072-497,Lightguide lamp,SIGNIFY HOLDING BV
11337,052-940-990-352-810,Process of making a multi-ply fibrous water soluble product,PROCTER & GAMBLE
11338,043-382-948-294-098,CRYOPRESERVATION OF TISSUES AND ORGANS,THE GENERAL HOSPITAL CORP
11339,166-904-975-504-455,PROSTHETIC VALVE WITH IMPROVED WASHOUT,EDWARDS LIFESCIENCES CORP
11340,179-559-646-227-132,"BATTERY CELL, BATTERY, AND ELECTRICAL DEVICE",CONTEMPORARY AMPEREX TECH HONG KONG LIMITED
11341,095-357-549-098-382,SYSTEM AND METHOD FOR SPECTROSCOPIC DETERMINATION OF A CHEMOMETRIC MODEL FROM SAMPLE SCANS,THERMO SCIENT PORTABLE ANALYTICAL INSTRUMENTS INC
11342,038-585-297-484-996,Liquid supplying system including tank and liquid bottle connectable to the tank,BROTHER IND LTD
11343,084-963-029-484-096,FORMULATIONS AND METHODS OF MAKING AND USING THE SAME,AraVai Global LLC
11344,021-244-153-409-628,PORTABLE SPORTS RACK AND DELIVERY SYSTEM,BOVELL GILBERT M
11345,001-229-867-096-175,Anti-biofilm compounds,UNIV LOUISVILLE RES FOUND INC
11346,016-611-621-824-699,Liquid ejecting head and liquid ejecting apparatus,SEIKO EPSON CORPORATION
11347,156-025-643-931-57X,Implants for Loss of Taste and Smell,CYRANO THERAPEUTICS INC
11348,183-380-683-858-317,"TONER SET, ELECTROSTATIC IMAGE DEVELOPER SET, TONER CARTRIDGE SET, PROCESS CARTRIDGE, IMAGE FORMING APPARATUS, IMAGE FORMING METHOD, AND PRINTED MATERIAL",FUJIFILM BUSINESS INNOVATION CORP
11349,123-353-416-059-991,Selective separation of naphthenes for production of enhanced viscosity index lube base stocks,EXXONMOBIL TECHNOLOGY & ENGINEERING COMPANY;;EXXON MOBIL TECH AND ENGINEERING COMPANY
11350,056-111-542-797-928,Substrate,LG CHEMICAL LTD
11351,076-311-820-799-82X,OPEN-TOP MICROFLUIDIC DEVICES AND METHODS FOR SIMULATING A FUNCTION OF A TISSUE,HARVARD COLLEGE
11352,152-858-611-532-276,VARIABLE LENGTH EMBOLIZATION DEVICES AND METHODS FOR MANUFACTURING THE SAME,"C.R. BARD, INC."
11353,030-670-019-992-048,POLYESTER RESIN CLOSURES FOR CONTAINERS,ORIGIN MAT OPERATING INC
11354,104-273-031-936-333,METHOD AND MEDICAMENT FOR TREATING AMYOTROPHIC LATERAL SCLEROSIS,"4B TECHNOLOGIES (BEIJING) CO., LIMITED;;INSILICO MEDICINE IP LIMITED"
11355,001-047-620-122-127,EMBOLIC COMPOSITIONS AND METHODS,ARSENAL MEDICAL INC
11356,036-360-848-828-979,PHOTOSELECTIVE NON-INVASIVE TARGETED GENOMIC AND EPIGENOMIC SEQUENCING OF SPATIALLY-DEFINED CELLS OR SUBCELLULAR REGIONS,BROAD INST INC;;HARVARD COLLEGE
11357,162-373-843-656-11X,Dialysis system and methods,OUTSET MEDICAL INC
11358,040-102-239-761-978,FLAME RETARDANT AND LOW VISCOSITY LIQUID CRYSTALLINE POLYMER COMPOSITION,TICONA LLC
11359,040-489-807-884-95X,External motor drive system adjusting for creep in window covering system with continuous cord loop,RYSE INC
11360,186-411-340-970-356,Kit and Method for Analyzing T Cell Receptors from Single T Cells,"ST. JUDE CHILDREN'S RESEARCH HOSPITAL, INC."
11361,049-596-400-156-601,"OUTLET FITTINGS FOR REDUCING BUBBLES AT THE INTERFACE WITH A FLOW CELL, AND FLOW CYTOMETERS AND METHODS USING THE SAME","Becton, Dickinson and Company"
11362,171-320-223-648-917,ANTIBODY-DRUG CONJUGATES OR CAR-T CELLS FOR THE TREATMENT AND/OR PREVENTION OF LEUKEMIA,CONSEJO SUPERIOR INVESTIGACION
11363,038-638-086-802-786,In situ solidifying solutions and methods of making and using thereof,UNIV UTAH RES FOUND
11364,184-856-175-604-772,SMOKING SYSTEM,JAPAN TOBACCO INC
11365,060-242-835-535-758,Locking suture construct for tensioned suture to suture stitches in anchor arrays for attaching soft tissue to bone,INTEGRITY ORTHOPAEDICS INC
11366,176-428-236-027-374,LAMINATED VEHICLE GLAZING AND DEVICE COMPRISING AN ASSOCIATED NEAR-INFRARED VISION SYSTEM,SAINT GOBAIN GLASS FRANCE
11367,016-109-216-702-416,"GASTROINTESTINAL TRACT DETECTION METHODS, DEVICES AND SYSTEMS",BIORA THERAPEUTICS INC
11368,076-974-965-016-483,VARICELLA ZOSTER VIRUS (VZV) VACCINE,MODERNATX INC
11369,069-735-000-570-718,COATING COMPOSITION,PPG IND OHIO INC
11370,088-807-279-918-96X,Cell-based assay for measuring drug product potency,NOVARTIS AG
11371,116-496-143-795-33X,ANTI-CD28 COMPOSITIONS,XENCOR INC
11372,157-716-840-791-923,Hydrazinyl-pyrrolo compounds and methods for producing a conjugate,REDWOOD BIOSCIENCE INC
11373,128-511-493-642-42X,"Cleaner assemblies, apparatuses including a cleaner assembly, methods of making the same, and/or methods of operating the same",ALTRIA CLIENT SERVICES LLC
11374,054-345-156-422-609,RNA VACCINES,DENTERIC PTY LTD
11375,154-023-031-908-06X,FGF-21 formulations,BRISTOL MYERS SQUIBB COMPANY
11376,018-402-019-317-223,METHODS FOR ANTIBODY PRODUCTION,HUMMINGBIRD BIOSCIENCE PTE LTD;;CLEGG RICHARD
11377,089-890-574-721-779,RNA VACCINES FOR USE IN ANIMAL HEALTH,DENTERIC PTY LTD
11378,144-460-698-273-499,CERAMIC ANION EXCHANGE MATERIALS,MEMBRION INC
11379,196-100-831-708-541,PROTEIN POLYURETHANE ALLOYS COMPRISING A SUCCINYLATED PROTEIN AND METHODS OF MAKING THE SAME,MODERN MEADOW INC
11380,006-586-880-081-936,OPTIMIZED CATHETER SHEATH FOR RX CATHETER,CANON USA INC
11381,070-322-202-976-142,CATHETER DEVICE FOR RETRIEVING A THROMBUS FROM A VESSEL,ARTEDRONE
11382,171-297-786-662-947,ASSAY METHODS AND USES THEREOF FOR SCREENING ALZHEIMER'S DISEASE TREATMENT COMPOUNDS,UNIV INDIANA TRUSTEES
11383,113-948-231-993-42X,WAVELENGTH DEPENDENCE IN ELECTRODE PHOTO-ACCELERATED FAST CHARGING AND DISCHARGING,UCHICAGO ARGONNE LLC;;UNIV NEW YORK;;NORTHERN ILLINOIS UNIV
11384,150-158-695-597-674,PROCESS FOR THE TREATMENT OF PLASTICS PYROLYSIS OILS INCLUDING A HYDROGENATION STAGE AND A HOT SEPARATION,IFP ENERGIES NOW;;REPSOL SA
11385,095-629-698-421-717,COMPOSITIONS AND USES THEREOF FOR STABILIZATION OF BLOOD SAMPLE COMPONENTS,STRECK LLC
11386,155-065-582-172-29X,"PROCESSES FOR THE PRODUCTION OF Z-1,1,1,4,4,4-HEXAFLUORO-2-BUTENE INTERMEDIATES AND COMPOSITIONS THEREOF",CHEMOURS CO FC LLC
11387,061-096-231-755-796,VEHICLE,Polaris Industries Inc.
11388,063-054-708-071-875,DP ANTAGONIST,ONO PHARMACEUTICAL CO
11389,172-959-319-568-085,MONOCLONAL ANTIBODY AND BISPECIFIC ANTIBODY AGAINST C-MET,BIOTHEUS INC
11390,158-105-839-866-135,NOVEL SELECTIVE ACKR2 MODULATORS,LUXEMBOURG INST OF HEALTH LIH
11391,080-956-654-925-802,Pharmaceutical compositions comprising sepiapterin and uses thereof,PTC THERAPEUTICS MP INC
11392,124-773-344-809-075,HUMANIZED NON-OPIOID COMPOSITION AND THERAPIES FOR PAIN MANAGEMENT,UNM RAINFOREST INNOVATIONS;;MAYO FOUNDATION FOR MEDICAL EDUCATION AND RES
11393,084-125-926-846-55X,JOINED BODY MANUFACTURING METHOD AND BASE MATERIAL MANUFACTURING METHOD,Resonac Corporation
11394,117-177-958-303-71X,"CELL-FREE SYNTHESIS PLATFORM FOR SYNTHETICALLY DIMIERIZED, CLICKABLE FRAGMENT ANTIGEN-BINDING (FAB) FRAGMENTS",NORTHWESTERN UNIV
11395,119-192-559-839-785,SECTIONED HOSE,NEOPERL GMBH
11396,050-057-574-908-597,FEED SPACER FOR A SPIRAL WOUND MEMBRANE,EVOVE LTD
11397,166-769-513-360-072,HUMANIZED ANTI-COMPLEMENT FACTOR C1Q ANTIBODIES AND USES THEREOF,ANNEXON INC
11398,068-811-280-627-111,Wound dressing with electrode multiplexing and related methods,COLOPLAST AS
11399,057-659-358-905-263,CATHETER,KANEKA CORP
11400,191-121-147-928-039,SERUM ALBUMIN-BINDING FIBRONECTIN TYPE III DOMAINS,JANSSEN BIOTECH INC
11401,179-814-298-056-247,OPTICAL ALIGNMENT TARGETS,ILLUMINA INC
11402,080-686-837-224-059,"BASE STATION ANTENNA, FEEDER COMPONENT AND FRAME COMPONENT",OUTDOOR WIRELESS NETWORKS LLC
11403,049-265-811-991-744,NEW MICROPARTICLES CONTAINING ACTIVE SUBSTANCES,BASF SE
11404,121-660-237-205-655,POLYPEPTIDES CAPABLE OF PRODUCING GLUCANS HAVING ALPHA (1-->2) LINKAGES AND USE OF THE SAME,NUTRITION & BIOSCIENCES USA 4 INC
11405,128-918-420-705-914,Use of short chain fatty acids for the treatment and prevention of diseases and disorders,UNIV TEMPLE
11406,156-238-050-410-241,ENERGY RECLAMATION AND CARBON-NEUTRAL SYSTEM FOR CRITICAL MINERAL EXTRACTION,LYTEN INC
11407,138-338-761-908-877,"PROTEINS COMPRISING CD20 BINDING DOMAINS, AND USES THEREOF",PHARMACEUTICA NV
11408,155-464-916-346-121,DISPLAY DEVICE,SEMICONDUCTOR ENERGY LAB
11409,160-684-300-362-84X,SOLE STRUCTURES AND ARTICLES OF FOOTWEAR HAVING SEPARATE OUTSOLE AND MIDSOLE COMPONENTS,NIKE INC
11410,187-250-041-925-055,AN INHALABLE FORMULATION OF FLUTICASONE PROPIONATE AND ALBUTEROL SULFATE FOR THE TREATMENT OF ASTHMA,NORTON WATERFORD LTD
11411,117-006-412-297-331,Optical assembly with encapsulated multilayer optical film and methods of making same,3M INNOVATIVE PROPERTIES COMPANY
11412,121-602-470-312-726,Purification Method of Viral Vectors,OXFORD BIOMEDICA LTD
11413,045-741-610-715-101,Systems and methods for surgical procedures using band clamp implants and tensioning instruments,GLOBUS MEDICAL INC
11414,081-298-117-899-172,METHODS OF MANUFACTURING SECURITY DEVICES,DE LA RUE INT LTD
11415,111-678-197-466-836,"Method for producing composite resin particle dispersion, method for producing pressure-sensitive adhesive, method for producing pressure-responsive resin, method for producing toner for electrostatic charge image development, and composite resin particles",FUJIFILM BUSINESS INNOVATION CORP
11416,061-489-222-201-668,IDENTIFICATION MEDIUM,ZEON CORP
11417,136-242-356-628-936,SURGICAL HELMET ASSEMBLY HAVING AN ADJUSTMENT MECHANISM,STRYKER CORP
11418,183-564-073-097-30X,"METHOD AND APPARATUS FOR MANIPULATING THE SIDE WALL OF A BODY LUMEN OR BODY CAVITY SO AS TO PROVIDE INCREASED VISUALIZATION OF THE SAME AND/OR INCREASED ACCESS TO THE SAME, AND/OR FOR STABILIZING INSTRUMENTS RELATIVE TO THE SAME",LUMENDI LTD
11419,060-757-612-866-245,COMPOSITE PARTICLES,NEXEON LTD
11420,112-478-804-553-457,Display substrate and display apparatus,CHENGDU BOE OPTOELECT TECH CO;;BOE TECHNOLOGY GROUP CO LTD
11421,184-862-014-455-893,Stretch valve balloon catheter and methods for producing and using same,MAYSER LLC
